SampleNo,Crop_Name,Fertiliser_Combination_1,Fertiliser_Combination_2
PB/2017-18/95706290/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706290/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706290/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706290/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706290/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706326/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/3,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/3,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/3,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/3,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706326/3,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/3,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706326/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706326/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706326/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706375/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706375/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706375/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706375/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706375/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706375/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706375/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706420/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706420/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706420/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706420/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706420/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706420/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706460/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706460/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706460/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706460/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706460/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706460/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706460/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706504/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706504/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706504/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706504/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706504/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706504/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706545/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706545/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706545/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706545/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/1,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/1,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 500 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 174 | Neem Coated Urea  : 293 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706545/1,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 255 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706545/1,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706545/1,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 250 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 87 | Neem Coated Urea  : 401 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706598/2,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706598/2,Paddy(Dhaan),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706598/2,Maize,Neem Coated Urea  : 361 | Single Superphosphate (16% P2O5 Granulated): 625 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 217 | Neem Coated Urea  : 276 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706598/2,Mustard,Neem Coated Urea  : 289 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 33,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 247 | Potassium Chloride (Muriate of Potash): 33
PB/2017-18/95706598/2,Sugarcane,Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
PB/2017-18/95706598/2,Cotton,Neem Coated Urea  : 435 | Single Superphosphate (16% P2O5 Granulated): 313 | Potassium Chloride (Muriate of Potash): 67,Diammonium Phosphate (18-46-0): 109 | Neem Coated Urea  : 392 | Potassium Chloride (Muriate of Potash): 67
PB/2017-18/95706598/1,Buck Wheat (Kaspat),Neem Coated Urea  : 0 | Single Superphosphate (16% P2O5 Granulated): 0 | Potassium Chloride (Muriate of Potash): 0,Diammonium Phosphate (18-46-0): 0 | Neem Coated Urea  : 0 | Potassium Chloride (Muriate of Potash): 0
